7,oefening,standaard Frequentie (p/d),materiaal,status,categorie_nl,tags_nl,naam_nl,doel_nl,content_nl,thumbnail_nl,categorie_vls,tags_vls,naam_vls,doel_vls,content_vls,thumbnail_vls,categorie_en,tags_en,naam_en,doel_en,content_en,thumbnail_en,categorie_fr,tags_fr,naam_fr,doel_fr,content_fr,thumbnail_fr,skip_intro
32,Resonans M,2,tekst,1,transfer oefenmateriaal,resonans,Resonans M,-,"Monster, de kater met mooie manen, marcheerde door het huis. Hij miste de mensen. Ze waren niet thuis. Maar daar was Mo de mot, midden op zijn neus. ‘Tikkie, jij bent ‘m.’ Mo steeg op, metershoog. Monster maakte zich gereed, mikkend op mosterdgele gordijnen. Zijn monsterklauwen maakten scheuren in het materiaal. ‘Kun je misschien iets lager vliegen,’ mopperde hij. ‘Mij niet gezien, mompelde Mo. Die middag kwamen de mensen thuis. Het was een monsterbende. Van onder de bank miauwde Monster: ‘Maar ik had je mooi wel Mo!’",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-m.png,transfer oefenmateriaal,resonans,Resonans M,-,"Monster, de kater met mooie manen, marcheerde door het huis. Hij miste de mensen. Ze waren niet thuis. Maar daar was Mo de mot, midden op zijn neus. ‘Tikkie, jij bent ‘m.’ Mo steeg op, metershoog. Monster maakte zich gereed, mikkend op mosterdgele gordijnen. Zijn monsterklauwen maakten scheuren in het materiaal. ‘Kun je misschien iets lager vliegen,’ mopperde hij. ‘Mij niet gezien, mompelde Mo. Die middag kwamen de mensen thuis. Het was een monsterbende. Van onder de bank miauwde Monster: ‘Maar ik had je mooi wel Mo!’",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-m.png,Transfer practice material,resonans,Resonans M,-,"Monster, the hangover with beautiful moons, marched through the house. He missed the people. They were not at home. But there Mo was the moth in the middle of his nose. ""Tikkie, you're"" m. ""Mo rose, meters high. Monster was ready, aiming for mustard yellow curtains. His monster claws made cracks in the material. ""Maybe you can fly a little lower,"" he grumbled. ""Not seen me, Mo. The people came home that afternoon. It was a monster gang. From under the couch Miauwde Monster: ""But I had you beautiful Mo!""",https://voiceBuddy.s3.eu-central-1.amazonaws.com/lezen-m.png,Transférer le matériel de pratique,Resonans,Resonans m,-,"Monster, la gueule de bois avec de belles lunes, a marché dans la maison. Hey a raté les gens. Ils n'étaient pas chez eux. Mais il y avait le papillon au milieu de son nez. ""Tikkie, tu es"" M. ""Mo Rose, des mètres de haut. Monster était prêt, visant des rideaux jaunes moutarde. Ses griffes de monstre ont fait des fissures dans le matériau."" Peut-être que tu peux voler un peu plus bas, ""grommela-t-il."" Non pas. M'a vu, Mo. Les gens sont rentrés à la maison cet après-midi. C'était un couloir monstre. De sous le canapé Miauwde Monster: ""Mais je t'ai eu beau Mo!""",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-m.png,
33,Resonans N,2,tekst,1,transfer oefenmateriaal,resonans,Resonans N,-,"Naast het huis nestelt de nachtegaal zich. Laura nadert het nette nest. ‘Nou, mevrouw de nachtegaal, weer wat nieuws.’ Negen schaaltjes had ze al neergezet. Met noten, nagelkaas, nat brood, nectarine, noem maar op. Maar de nachtegaal nam niks. Op het bord kronkelt nu een natte worm. De nachtegaal negeert het. Laura slaat haar ogen neer. Op weg naar huis kijkt ze nog één keer nieuwsgierig achterom. De nachtegaal schrokt de worm naar binnen. Zie je, denkt Laura, nooit opgeven.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-n.png,transfer oefenmateriaal,resonans,Resonans N,-,"Naast het huis nestelt de nachtegaal zich. Laura nadert het nette nest. ‘Nou, mevrouw de nachtegaal, weer wat nieuws.’ Negen schaaltjes had ze al neergezet. Met noten, nagelkaas, nat brood, nectarine, noem maar op. Maar de nachtegaal nam niks. Op het bord kronkelt nu een natte worm. De nachtegaal negeert het. Laura slaat haar ogen neer. Op weg naar huis kijkt ze nog één keer nieuwsgierig achterom. De nachtegaal schrokt de worm naar binnen. Zie je, denkt Laura, nooit opgeven.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-n.png,Transfer practice material,resonans,Resonans N,-,"Nightingale nestles next to the house. Laura is approaching the neat nest. ""Well, Mrs. De Nachtegaal, something new again."" She had already put nine dishes. With nuts, nail cheese, wet bread, nectarine, you name it. But the nightingale didn't take anything. A wet worm now winds on the plate. The nightingale ignores it. Laura hits her eyes. On the way home, she looks back curiously once more. The nightingale shocks the worm inside. See, Laura thinks, never give up.",https://voiceBuddy.s3.eu-central-1.amazonaws.com/lezen-n.png,Transférer le matériel de pratique,Resonans,Resonans n,-,"Nightingale se niche à côté de la maison. Laura s'approche du nid soigné. ""Eh bien, Mme de Nachtegaal, quelque chose de nouveau à nouveau."" Elle avait déjà mis neuf plats. Avec des noix, du fromage à ongles, du pain mouillé, de la nectarine, vous l'appelez. Mais le rossignol n'a rien pris. Un ver humide serpente maintenant sur l'assiette. Le rossignol l'ignore. Laura frappe ses yeux. Sur le chemin du retour, elle regarde de nouveau curieusement. Le rossignol choque le ver à l'intérieur. Vous voyez, pense Laura, n'abandonne jamais.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-n.png,
34,Resonans combi,2,tekst,1,transfer oefenmateriaal,resonans,Resonans combi,-,"Op de vensterbank zit Monster de kater, zijn natte neus maakt vlekken op het raam. In de voortuin zit de nachtegaal op haar nest. Ze is aan het zingen. Het is nog mooier dan muziek. Zacht begint Monster mee te neuriën. ‘Zit je weer te miauwen?’ zegt vadermens. Een zachte hand raakt zijn vacht. Verbaasd kijkt Monster op. ‘Je ziet toch dat ik aan het zingen ben?’ miauwt hij. Mensen zijn maar vreemd.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,transfer oefenmateriaal,resonans,Resonans combi,-,"Op de vensterbank zit Monster de kater, zijn natte neus maakt vlekken op het raam. In de voortuin zit de nachtegaal op haar nest. Ze is aan het zingen. Het is nog mooier dan muziek. Zacht begint Monster mee te neuriën. ‘Zit je weer te miauwen?’ zegt vadermens. Een zachte hand raakt zijn vacht. Verbaasd kijkt Monster op. ‘Je ziet toch dat ik aan het zingen ben?’ miauwt hij. Mensen zijn maar vreemd.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,Transfer practice material,resonans,Resonans Combi,-,"Monster the hangover sits on the windowsill, his wet nose makes stains on the window. In the front garden the nightingale is sitting on her nest. She is singing. It is even more beautiful than music. Soft Monster starts to hum. ""Are you meowing again?"" Says Vadensmens. A soft hand touches his fur. Monster is surprised. ""You see that I am singing?"" He meows. People are strange.",https://voiceBuddy.s3.eu-central-1.amazonaws.com/lezen-az.png,Transférer le matériel de pratique,Resonans,Resonans Combi,-,"Monster La gueule de bois se trouve sur le rebord de la fenêtre, son nez fait des taches sur la fenêtre. Dans le jardin avant, le rossignol est assis sur son nid. Elle chante. C'est encore plus beau que la musique. Le monstre doux commence à fredonner. ""Tu miaudages à nouveau?"" Dit la personne Vadens. Une main douce touche sa fourrure. Monster est surpris. ""Tu vois que je chante?"" Hé miaules. Les gens sont étranges.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-az.png,
35,Loslaatoefening,2,tekst,1,transfer oefenmateriaal,Adembeheersing,Loslaatoefening,-,"Laura kijkt om zich heen naar alles wat er nog staat. De tafel waar de tafel hoort en daarboven de lamp die als je goed kijkt scheef hangt. Haar vader had het jaren geleden op zijn kluslijst gezet. De lijst die hij vol goede moed was begonnen hing op de koelkast onder de tekeningen van haar broertje. Ze vraagt zich af wat er eerder weg zal zijn, of eerst de lamp of de kluslijst zal worden ingepakt. Als ze nog eens naar de lamp kijkt beseft ze dat hij eigenlijk precies goed hangt. Voorzichtig stopt ze de kluslijst zonder dat haar vader het ziet in de zak van haar rode broek.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,transfer oefenmateriaal,Adembeheersing,Loslaatoefening,-,"Laura kijkt om zich heen naar alles wat er nog staat. De tafel waar de tafel hoort en daarboven de lamp die als je goed kijkt scheef hangt. Haar vader had het jaren geleden op zijn kluslijst gezet. De lijst die hij vol goede moed was begonnen hing op de koelkast onder de tekeningen van haar broertje. Ze vraagt zich af wat er eerder weg zal zijn, of eerst de lamp of de kluslijst zal worden ingepakt. Als ze nog eens naar de lamp kijkt beseft ze dat hij eigenlijk precies goed hangt. Voorzichtig stopt ze de kluslijst zonder dat haar vader het ziet in de zak van haar rode broek.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,Transfer practice material,Breathing control,Release exercise,-,"Laura looks around at everything there is. The table where the table belongs and above the lamp that if you look closely hangs skewed. Her father had put it on his DIY list years ago. The list he had started in good spirits hung on the fridge under the drawings of her brother. She wonders what will be gone earlier, or first the lamp or the DIY list will be packed. When she looks at the lamp again, she realizes that it actually hangs just right. She carefully stops the DIY list without her father seeing it in the bag of her red pants.",https://voiceBuddy.s3.eu-central-1.amazonaws.com/lezen-az.png,Transférer le matériel de pratique,Contrôle des briseurs,Libérer l'exercice,-,"Laura regarde tout ce qu'il y a. La table où la table appartient et au-dessus de la lampe qui, si vous regardez de près, est faussée. Son père l'avait mis sur sa liste de bricolage il y a des années. La liste qu'il avait lancée de bonne humeur était suspendue au réfrigérateur sous les dessins de son frère. Elle se demande ce qui sera parti plus tôt, ou d'abord la lampe ou la liste de bricolage sera emballée. Quand elle regarde à nouveau la lampe, elle se rend compte que son vrai se bloque bien. Elle arrête soigneusement la liste de bricolage sans que son père le laisse dans le sac de son pantalon rouge.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-az.png,
36,Extra verhaal combi oefening,2,tekst,1,transfer oefenmateriaal,"Adembeheersing, resonans, articulatie",Extra verhaal alles bij elkaar oefening,Extra verhaal alles bij elkaar oefening,"Laura en Rayen zitten op de grote tafel. Niet eraan, nee, erop. Van Laura’s moeder kregen ze een laser, een klein, rood lampje waarmee je op de grond, maar ook op de muur kunt schijnen. Monster de kater, rent erachter aan. Zijn pupillen zijn groot. Mo de mot moedigt hem aan. Samen met de nachtegaal zit hij in de Vensterbank. Zij buiten, hij binnen. Uit de keuken komt een winterse geur, Laura’s vader warmt chocolademelk op. Rayen beweegt de laser op de muur. Monster zet zich af en springt een meter in de lucht. Iedereen juicht als Monster het rode puntje te pakken heeft. Laura kijkt om zich heen naar de dozen die tot het plafond staan opgestapeld. Een ding weet ze zeker: dit huis zal, net als haar hart, altijd vol zijn.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,transfer oefenmateriaal,"Adembeheersing, resonans, articulatie",Extra verhaal alles bij elkaar oefening,Extra verhaal alles bij elkaar oefening,"Laura en Rayen zitten op de grote tafel. Niet eraan, nee, erop. Van Laura’s moeder kregen ze een laser, een klein, rood lampje waarmee je op de grond, maar ook op de muur kunt schijnen. Monster de kater, rent erachter aan. Zijn pupillen zijn groot. Mo de mot moedigt hem aan. Samen met de nachtegaal zit hij in de Vensterbank. Zij buiten, hij binnen. Uit de keuken komt een winterse geur, Laura’s vader warmt chocolademelk op. Rayen beweegt de laser op de muur. Monster zet zich af en springt een meter in de lucht. Iedereen juicht als Monster het rode puntje te pakken heeft. Laura kijkt om zich heen naar de dozen die tot het plafond staan opgestapeld. Een ding weet ze zeker: dit huis zal, net als haar hart, altijd vol zijn.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,Transfer practice material,"Breathing control, resonans, articulation",Extra story all together exercise,Extra story all together exercise,"Laura and Rayen sit on the large table. Not about it, no, on it. From Laura's mother they received a laser, a small, red light with which you can shine on the floor, but also on the wall. Monster de Kater, runs after it. His pupils are big. Mo de Mot encourages him. Together with the nightingale he is in the windowsill. She outside, he inside. A winter scent comes from the kitchen, Laura's father warms up chocolate milk. Rayen moves the laser on the wall. Monster turns down and jumps a meter in the air. Everyone welcomes the red point as a monster. Laura looks around at the boxes that are piled up to the ceiling. One thing she knows for sure: this house, like her heart, will always be full.",https://voiceBuddy.s3.eu-central-1.amazonaws.com/lezen-az.png,Transférer le matériel de pratique,"Contrôle de la respiration, résonans, articulation",EXTRACIER EXERCI,EXTRACIER EXERCI,"Laura et Rayen sont assis sur la grande table. Pas à ce sujet, non, dessus. De la mère de Laura, ils ont reçu un laser, une petite lumière rouge avec laquelle vous pouvez briller sur le sol, mais aussi sur le mur. Monster de Kater, court après. Ses élèves sont grands. Mo de Mot l'encourage. Avec le rossignol, il est dans le rebord de la fenêtre. Elle à l'extérieur, hé à l'intérieur. Un parfum d'hiver vient de la cuisine, le père de Laura réchauffe le lait au chocolat. Rayen déplace le laser sur le mur. Monster se détache et saute un mètre dans les airs. Tout le monde accueille le point rouge en tant que monstre. Laura regarde autour des boîtes qui sont empilées au plafond. Une chose qu'elle sait avec certitude: cette maison, comme son cœur, sera toujours pleine.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-az.png,
37,Volume (schoolplein),2,audio,1,transfer oefenmateriaal,Ademvolume,Volume in rumoerige ruimte (schoolplein),Oefen met deze audio je vaardigheid om op een ontspannen manier met groot volume te spreken in een rumoerige ruimte.,https://voicebuddy.s3.eu-central-1.amazonaws.com/Voice+Buddy+Volume+oefening+schoolplein.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/schoolplein+audio.png,transfer oefenmateriaal,Ademvolume,Volume in rumoerige ruimte (schoolplein),Oefen met deze audio je vaardigheid om op een ontspannen manier met groot volume te spreken in een rumoerige ruimte.,https://voicebuddy.s3.eu-central-1.amazonaws.com/Voice+Buddy+Volume+oefening+schoolplein.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/schoolplein+audio.png,Transfer practice material,Breathing volume,Volume in noisy space (schoolyard),"With this audio, practice your skill to speak with large volume in a relaxed way in a noisy space.",https://voiceBuddy.s3.eu-central-1.amazonaws.com/voice+Buddy+volume+ exercise+schoolplein.mp3,https://voiceBuddy.s3.eu-central-1.amazons.com/schoolplein+audio.png,Transférer le matériel de pratique,Volume de respiration,Volume dans l'espace bruyant (cour d'école),"Avec cet audio, pratiquez vos compétences pour parler avec un grand volume de manière détendue dans un espace bruyant.",https://voicebuddy.s3.eu-central-1.amazonaws.com/voice+buddy+volume+ exercice + Schoolplein.mp3,https://voicebuddy.s3.eu-central-1.amazons.com/schoolplein+audio.png,
38,Volume (bargeluiden),2,audio,1,transfer oefenmateriaal,Ademvolume,Volume in rumoerige ruimte (bargeluiden),Oefen met deze audio je vaardigheid om op een ontspannen manier met groot volume te spreken in een rumoerige ruimte.,https://voicebuddy.s3.eu-central-1.amazonaws.com/VOLUME+OEFENEN+BARGELUIDEN+-+24-03-2021+11.44.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/bar+audio.png,transfer oefenmateriaal,Ademvolume,Volume in rumoerige ruimte (bargeluiden),Oefen met deze audio je vaardigheid om op een ontspannen manier met groot volume te spreken in een rumoerige ruimte.,https://voicebuddy.s3.eu-central-1.amazonaws.com/VOLUME+OEFENEN+BARGELUIDEN+-+24-03-2021+11.44.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/bar+audio.png,Transfer practice material,Breathing volume,Volume in noisy space (bar sounds),"With this audio, practice your skill to speak with large volume in a relaxed way in a noisy space.",htts,https://voiceBuddy.s3.eu-central-1.amazonaws.com/bar+audio.png,Transférer le matériel de pratique,Volume de respiration,Volume dans l'espace bruyant (sons de bar),"Avec cet audio, pratiquez vos compétences pour parler avec un grand volume de manière détendue dans un espace bruyant.",Htts,https://voicebuddy.s3.eu-central-1.amazonaws.com/bar+audio.png,
39,Bodyscan (met zandloper),2,audio,0,transfer oefenmateriaal,Relaxatie,Bodyscan (met zandloper),-,http://www...mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,transfer oefenmateriaal,Relaxatie,Bodyscan (met zandloper),-,http://www...mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,Transfer practice material,Relaxation,Bodyscan (with hourglass),-,http: //www...mp3,https://voiceBuddy.s3.eu-central-1.amazonaws.com/no_content.gif,Transférer le matériel de pratique,Relaxation,Bodyscan (avec sablier),-,http: //www...mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,
40,Accent Largo,2,audio,1,transfer oefenmateriaal,"Adembeheersing, Sluiting, trilling",Accentmethode Largo,Door gebruik te maken van het ritme van je ademhaling worden stem en adem goed op elkaar afgestemd zodat je je stem ontspannen kan inzetten.,https://voicebuddy.s3.eu-central-1.amazonaws.com/11+accent+methode+largo+audio+s3.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/icoon-largo.png,transfer oefenmateriaal,"Adembeheersing, Sluiting, trilling",Accentmethode Largo,Door gebruik te maken van het ritme van je ademhaling worden stem en adem goed op elkaar afgestemd zodat je je stem ontspannen kan inzetten.,https://voicebuddy.s3.eu-central-1.amazonaws.com/11+accent+methode+largo+audio+s3.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/icoon-largo.png,Transfer practice material,"Breathing control, closure, vibration",Accent method Largo,"By using the rhythm of your breathing, voice and breath are well coordinated so that you can use your voice relaxed.",https://voiceBuddy.s3.eu-central-1.amazons.com/11+accent+ method+largo+Audio+S3.MP3,https://voiceBuddy.s3.eu-central-1.amazonaws.com/icoon-largo.png,Transférer le matériel de pratique,"Contrôle de la respiration, fermeture, vibration",Méthode d'accent Largo,"En utilisant le rythme de votre respiration, la voix et la respiration sont bien coordonnées afin que vous puissiez utiliser votre voix détendue.",https://voicebuddy.s3.eu-central-1.amazons.com/11+accent+ méthode + largo + audio + s3.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/ion-lago.png,
41,Accent Andante,2,audio,1,transfer oefenmateriaal,"Adembeheersing, Sluiting, trilling,",Accentmethode Andante,Door gebruik te maken van het ritme van je ademhaling worden stem en adem goed op elkaar afgestemd zodat je je stem ontspannen kan inzetten.,https://voicebuddy.s3.eu-central-1.amazonaws.com/12+andante+AUDIO+-+25-05-2021+10.42.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/icoon-andante.png,transfer oefenmateriaal,"Adembeheersing, Sluiting, trilling,",Accentmethode Andante,Door gebruik te maken van het ritme van je ademhaling worden stem en adem goed op elkaar afgestemd zodat je je stem ontspannen kan inzetten.,https://voicebuddy.s3.eu-central-1.amazonaws.com/12+andante+AUDIO+-+25-05-2021+10.42.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/icoon-andante.png,Transfer practice material,"Breathing control, closure, vibration,",Accent method Andante,"By using the rhythm of your breathing, voice and breath are well coordinated so that you can use your voice relaxed.",https://voiceBuddy.s3.eu-central-1.amazons.com/12+andante+audio+-+25-05-2021+10.42.MP3,https://voiceBuddy.s3.eu-central-1.amazonaws.com/icoon-andante.png,Transférer le matériel de pratique,"Contrôle de la respiration, fermeture, vibration,",Méthode d'accent Andante,"En utilisant le rythme de votre respiration, la voix et la respiration sont bien coordonnées afin que vous puissiez utiliser votre voix détendue.",https://voicebuddy.s3.eu-central-1.amazons.com/12+andante+audio+ -+25-05-2021+10.42.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/ion-andante.png,
42,Accent Allegro,2,audio,1,transfer oefenmateriaal,"Adembeheersing, Sluiting, trilling",Accentmethode Allegro,Door gebruik te maken van het ritme van je ademhaling worden stem en adem goed op elkaar afgestemd zodat je je stem ontspannen kan inzetten.,https://voicebuddy.s3.eu-central-1.amazonaws.com/13+allegro+AUDIO+only.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/icoon-allergo.png,transfer oefenmateriaal,"Adembeheersing, Sluiting, trilling",Accentmethode Allegro,Door gebruik te maken van het ritme van je ademhaling worden stem en adem goed op elkaar afgestemd zodat je je stem ontspannen kan inzetten.,https://voicebuddy.s3.eu-central-1.amazonaws.com/13+allegro+AUDIO+only.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/icoon-allergo.png,Transfer practice material,"Breathing control, closure, vibration",Accent method Allegro,"By using the rhythm of your breathing, voice and breath are well coordinated so that you can use your voice relaxed.",https://voiceBuddy.s3.eu-central-1.amazons.com/13+Allegro+audio+only.mp3,https://voiceBuddy.s3.eu-central-1.amazonaws.com/icoon-allergo.png,Transférer le matériel de pratique,"Contrôle de la respiration, fermeture, vibration",Méthode d'accent Allegro,"En utilisant le rythme de votre respiration, la voix et la respiration sont bien coordonnées afin que vous puissiez utiliser votre voix détendue.",https://voicebuddy.s3.eu-central-1.amazons.com/13+allegro+Audio+Only.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/ion-allergo.png,
43,dB-meter,-,Meetinstrument,0,meetinstrument,Volume beheersing,dB-meter,-,https://github.com/jasonpecor/DecibelMeter/,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,meetinstrument,Volume beheersing,dB-meter,-,https://github.com/jasonpecor/DecibelMeter/,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,measuring instrument,Volume control,DB meter,-,https://github.com/jasonpecor/decibelmeter/,https://voiceBuddy.s3.eu-central-1.amazonaws.com/no_content.gif,Instrument de mesure,Contrôle du volume,Compteur DB,-,https://github.com/jasonpecor/decibelmeter/,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,
44,Ademhaling,-,Animatie of plaatje,0,informatie,Adem,Ademhaling,-,http://www...gif,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,informatie,Adem,Ademhaling,-,http://www...gif,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,information,Breath,Breathing,-,http: //www...gif,https://voiceBuddy.s3.eu-central-1.amazonaws.com/no_content.gif,informations,Haleine,Respiration,-,http: //www...gif,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,
45,Houding staand,-,video,0,informatie,Houding,Houding staand,-,http://www...mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,informatie,Houding,Houding staand,-,http://www...mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,information,Attitude,Posture standing,-,http: //www...mp4,https://voiceBuddy.s3.eu-central-1.amazonaws.com/no_content.gif,informations,Attitude,Posture debout,-,http: //www...mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,
46,Houding zittend,-,video,0,informatie,Houding,Houding zittend,-,http://www...mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,informatie,Houding,Houding zittend,-,http://www...mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,information,Attitude,Posture sitting,-,http: //www...mp4,https://voiceBuddy.s3.eu-central-1.amazonaws.com/no_content.gif,informations,Attitude,Posture assise,-,http: //www...mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,
