7,oefening,standaard Frequentie (p/d),materiaal,status,categorie_nl,tags_nl,naam_nl,doel_nl,content_nl,thumbnail_nl,categorie_vls,tags_vls,naam_vls,doel_vls,content_vls,thumbnail_vls,categorie_en,tags_en,naam_en,doel_en,content_en,thumbnail_en,categorie_fr,tags_fr,naam_fr,doel_fr,content_fr,thumbnail_fr,skip_intro,skip_twee
32,Resonans M,2,tekst,1,transfer oefenmateriaal,resonans,Resonans M,-,"Monster, de kater met mooie manen, marcheerde door het huis. Hij miste de mensen. Ze waren niet thuis. Maar daar was Mo de mot, midden op zijn neus. ‘Tikkie, jij bent ‘m.’ Mo steeg op, metershoog. Monster maakte zich gereed, mikkend op mosterdgele gordijnen. Zijn monsterklauwen maakten scheuren in het materiaal. ‘Kun je misschien iets lager vliegen,’ mopperde hij. ‘Mij niet gezien, mompelde Mo. Die middag kwamen de mensen thuis. Het was een monsterbende. Van onder de bank miauwde Monster: ‘Maar ik had je mooi wel Mo!’",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-m.png,transfer oefenmateriaal,resonans,Resonans M,-,"Monster, de kater met mooie manen, marcheerde door het huis. Hij miste de mensen. Ze waren niet thuis. Maar daar was Mo de mot, midden op zijn neus. ‘Tikkie, jij bent ‘m.’ Mo steeg op, metershoog. Monster maakte zich gereed, mikkend op mosterdgele gordijnen. Zijn monsterklauwen maakten scheuren in het materiaal. ‘Kun je misschien iets lager vliegen,’ mopperde hij. ‘Mij niet gezien, mompelde Mo. Die middag kwamen de mensen thuis. Het was een monsterbende. Van onder de bank miauwde Monster: ‘Maar ik had je mooi wel Mo!’",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-m.png,transfer practice material,resonance,Resonance M,-,"Monster, the tomcat with a beautiful mane, marched through the house. He missed the people. They weren't home. But there was Mo the moth, right in the middle of his nose. “Tikkie, you're the one.” Mo rose, meters high. Monster got ready, aiming for mustard yellow curtains. His monster claws ripped the material. “Could you maybe fly a little lower,” he grumbled. “Didn't see me,” Mo muttered. That afternoon the people came home. It was a monster gang. Monster meowed from under the couch: “But I liked you, Mo!”",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-m.png,matériel de pratique de transfert,résonance,Résonance M,-,"Monster, le matou avec une belle crinière, traversait la maison. Les gens lui manquaient. Ils n'étaient pas chez eux. Mais il y avait Mo le papillon, juste au milieu de son nez. ""Tikkie, c'est toi."" Mo s'est élevé à plusieurs mètres de haut. Monster se prépara, visant des rideaux jaune moutarde. Ses griffes de monstre déchirèrent le matériau. «Pourriez-vous peut-être voler un peu plus bas», grommela-t-il. «Je ne m'ai pas vu», marmonna Mo. Cet après-midi-là, les gens rentrèrent à la maison. C'était un gang de monstres. Monster miaula sous le canapé : ""Mais je t'aimais bien, Mo !""",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-m.png,,
33,Resonans N,2,tekst,1,transfer oefenmateriaal,resonans,Resonans N,-,"Naast het huis nestelt de nachtegaal zich. Laura nadert het nette nest. ‘Nou, mevrouw de nachtegaal, weer wat nieuws.’ Negen schaaltjes had ze al neergezet. Met noten, nagelkaas, nat brood, nectarine, noem maar op. Maar de nachtegaal nam niks. Op het bord kronkelt nu een natte worm. De nachtegaal negeert het. Laura slaat haar ogen neer. Op weg naar huis kijkt ze nog één keer nieuwsgierig achterom. De nachtegaal schrokt de worm naar binnen. Zie je, denkt Laura, nooit opgeven.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-n.png,transfer oefenmateriaal,resonans,Resonans N,-,"Naast het huis nestelt de nachtegaal zich. Laura nadert het nette nest. ‘Nou, mevrouw de nachtegaal, weer wat nieuws.’ Negen schaaltjes had ze al neergezet. Met noten, nagelkaas, nat brood, nectarine, noem maar op. Maar de nachtegaal nam niks. Op het bord kronkelt nu een natte worm. De nachtegaal negeert het. Laura slaat haar ogen neer. Op weg naar huis kijkt ze nog één keer nieuwsgierig achterom. De nachtegaal schrokt de worm naar binnen. Zie je, denkt Laura, nooit opgeven.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-n.png,transfer practice material,resonance,Resonance N,-,"The nightingale nests next to the house. Laura approaches the neat nest. “Well, Madam Nightingale, something new again.” She had already placed nine bowls. With nuts, nail cheese, wet bread, nectarine, you name it. But the nightingale took nothing. A wet worm is now wriggling on the board. The nightingale ignores it. Laura lowers her eyes. On the way home she looks back curiously one more time. The nightingale gobbles up the worm. You see, Laura thinks, never give up.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-n.png,matériel de pratique de transfert,résonance,Résonance N,-,"Le rossignol niche à côté de la maison. Laura s'approche du nid soigné. ""Eh bien, Madame Nightingale, encore quelque chose de nouveau."" Elle avait déjà placé neuf bols. Avec des noix, du fromage à ongles, du pain mouillé, de la nectarine, etc. Mais le rossignol n'a rien pris. Un ver mouillé se tortille désormais sur le plateau. Le rossignol l'ignore. Laura baisse les yeux. Sur le chemin du retour, elle se retourne encore une fois avec curiosité. Le rossignol engloutit le ver. Vous voyez, pense Laura, n’abandonnez jamais.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-n.png,,
34,Resonans combi,2,tekst,1,transfer oefenmateriaal,resonans,Resonans combi,-,"Op de vensterbank zit Monster de kater, zijn natte neus maakt vlekken op het raam. In de voortuin zit de nachtegaal op haar nest. Ze is aan het zingen. Het is nog mooier dan muziek. Zacht begint Monster mee te neuriën. ‘Zit je weer te miauwen?’ zegt vadermens. Een zachte hand raakt zijn vacht. Verbaasd kijkt Monster op. ‘Je ziet toch dat ik aan het zingen ben?’ miauwt hij. Mensen zijn maar vreemd.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,transfer oefenmateriaal,resonans,Resonans combi,-,"Op de vensterbank zit Monster de kater, zijn natte neus maakt vlekken op het raam. In de voortuin zit de nachtegaal op haar nest. Ze is aan het zingen. Het is nog mooier dan muziek. Zacht begint Monster mee te neuriën. ‘Zit je weer te miauwen?’ zegt vadermens. Een zachte hand raakt zijn vacht. Verbaasd kijkt Monster op. ‘Je ziet toch dat ik aan het zingen ben?’ miauwt hij. Mensen zijn maar vreemd.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,transfer practice material,resonance,Resonan combination,-,"Monster the tomcat sits on the windowsill, his wet nose staining the window. The nightingale is sitting on her nest in the front garden. She is singing. It's even more beautiful than music. Monster starts humming softly. “Are you meowing again?” says daddy. A gentle hand touches his fur. Monster looks up in surprise. “You can see I'm singing, right?” he meows. People are just strange.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,matériel de pratique de transfert,résonance,Combinaison résonante,-,"Monster le matou est assis sur le rebord de la fenêtre, son nez mouillé tachant la fenêtre. Le rossignol est assis sur son nid dans le jardin de devant. Elle chante. C'est encore plus beau que la musique. Monster commence à fredonner doucement. ""Est-ce que tu miaules encore?"" dit papa. Une main douce touche sa fourrure. Monster lève les yeux avec surprise. « Vous pouvez voir que je chante, n'est-ce pas ? » hé miaou. Les gens sont tout simplement étranges.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,,
35,Loslaatoefening,2,tekst,1,transfer oefenmateriaal,Adembeheersing,Loslaatoefening,-,"Laura kijkt om zich heen naar alles wat er nog staat. De tafel waar de tafel hoort en daarboven de lamp die als je goed kijkt scheef hangt. Haar vader had het jaren geleden op zijn kluslijst gezet. De lijst die hij vol goede moed was begonnen hing op de koelkast onder de tekeningen van haar broertje. Ze vraagt zich af wat er eerder weg zal zijn, of eerst de lamp of de kluslijst zal worden ingepakt. Als ze nog eens naar de lamp kijkt beseft ze dat hij eigenlijk precies goed hangt. Voorzichtig stopt ze de kluslijst zonder dat haar vader het ziet in de zak van haar rode broek.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,transfer oefenmateriaal,Adembeheersing,Loslaatoefening,-,"Laura kijkt om zich heen naar alles wat er nog staat. De tafel waar de tafel hoort en daarboven de lamp die als je goed kijkt scheef hangt. Haar vader had het jaren geleden op zijn kluslijst gezet. De lijst die hij vol goede moed was begonnen hing op de koelkast onder de tekeningen van haar broertje. Ze vraagt zich af wat er eerder weg zal zijn, of eerst de lamp of de kluslijst zal worden ingepakt. Als ze nog eens naar de lamp kijkt beseft ze dat hij eigenlijk precies goed hangt. Voorzichtig stopt ze de kluslijst zonder dat haar vader het ziet in de zak van haar rode broek.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,transfer practice material,Breath control,Letting go exercise,-,"Laura looks around at everything that is still there. The table where the table belongs and above it the lamp that hangs crookedly if you look closely. Her father had put it on his to-do list years ago. The list he had started in good spirits hung on the refrigerator beneath her brother's drawings. She wonders what will be gone first, whether the lamp or the chore list will be packed first. When she looks at the lamp again, she realizes that it is actually hanging just right. She carefully puts the chore list in the pocket of her red pants without her father seeing it.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,matériel de pratique de transfert,Contrôle de la respiration,Exercice de lâcher prise,-,"Laura regarde autour d'elle tout ce qui est encore là. La table à laquelle appartient la table et au-dessus la lampe qui pend de travers si vous regardez attentivement. Son père l'avait mis sur sa liste de choses à faire il y a des années. La liste qu'il avait commencée dans la bonne humeur était accrochée au réfrigérateur, sous les dessins de son frère. Elle se demande ce qui sera parti en premier, si la lampe ou la liste des tâches seront emballées en premier. Lorsqu’elle regarde à nouveau la lampe, elle se rend compte qu’elle est en fait parfaitement suspendue. Elle met soigneusement la liste des tâches dans la poche de son pantalon rouge sans que son père ne le voie.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,,
36,Extra verhaal combi oefening,2,tekst,1,transfer oefenmateriaal,"Adembeheersing, resonans, articulatie",Extra verhaal alles bij elkaar oefening,Extra verhaal alles bij elkaar oefening,"Laura en Rayen zitten op de grote tafel. Niet eraan, nee, erop. Van Laura’s moeder kregen ze een laser, een klein, rood lampje waarmee je op de grond, maar ook op de muur kunt schijnen. Monster de kater, rent erachter aan. Zijn pupillen zijn groot. Mo de mot moedigt hem aan. Samen met de nachtegaal zit hij in de Vensterbank. Zij buiten, hij binnen. Uit de keuken komt een winterse geur, Laura’s vader warmt chocolademelk op. Rayen beweegt de laser op de muur. Monster zet zich af en springt een meter in de lucht. Iedereen juicht als Monster het rode puntje te pakken heeft. Laura kijkt om zich heen naar de dozen die tot het plafond staan opgestapeld. Een ding weet ze zeker: dit huis zal, net als haar hart, altijd vol zijn.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,transfer oefenmateriaal,"Adembeheersing, resonans, articulatie",Extra verhaal alles bij elkaar oefening,Extra verhaal alles bij elkaar oefening,"Laura en Rayen zitten op de grote tafel. Niet eraan, nee, erop. Van Laura’s moeder kregen ze een laser, een klein, rood lampje waarmee je op de grond, maar ook op de muur kunt schijnen. Monster de kater, rent erachter aan. Zijn pupillen zijn groot. Mo de mot moedigt hem aan. Samen met de nachtegaal zit hij in de Vensterbank. Zij buiten, hij binnen. Uit de keuken komt een winterse geur, Laura’s vader warmt chocolademelk op. Rayen beweegt de laser op de muur. Monster zet zich af en springt een meter in de lucht. Iedereen juicht als Monster het rode puntje te pakken heeft. Laura kijkt om zich heen naar de dozen die tot het plafond staan opgestapeld. Een ding weet ze zeker: dit huis zal, net als haar hart, altijd vol zijn.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,transfer practice material,"Breath control, resonance, articulation",Extra story all together exercise,Extra story all together exercise,"Laura and Rayen are sitting on the large table. Not on it, no, on it. Laura's mother gave them a laser, a small red light that can shine on the floor, but also on the wall. Monster the tomcat, runs after it. His pupils are large. Mo the moth encourages him. He sits on the windowsill together with the nightingale. She outside, he inside. A wintery smell comes from the kitchen, Laura's father is heating up chocolate milk. Rayen moves the laser onto the wall. Monster pushes off and jumps three feet in the air. Everyone cheers when Monster gets the red dot. Laura looks around at the boxes stacked to the ceiling. She knows one thing for sure: this house, just like her heart, will always be full.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,matériel de pratique de transfert,"Contrôle du souffle, résonance, articulation",Exercice supplémentaire sur une histoire tous ensemble,Exercice supplémentaire sur une histoire tous ensemble,"Laura et Rayen sont assises sur la grande table. Pas là-dessus, non, là-dessus. La mère de Laura leur a donné un laser, une petite lumière rouge qui peut éclairer le sol, mais aussi le mur. Monstre le matou, court après lui. Ses pupilles sont grandes. Mo le papillon l'encourage. Il est assis sur le rebord de la fenêtre avec le rossignol. Elle dehors, lui dedans. Une odeur hivernale vient de la cuisine, le père de Laura fait chauffer du lait chocolaté. Rayen déplace le laser sur le mur. Le monstre s'éloigne et saute d'un mètre dans les airs. Tout le monde applaudit lorsque Monster obtient le point rouge. Laura regarde autour d'elle les cartons empilés jusqu'au plafond. Elle est sûre d'une chose : cette maison, tout comme son cœur, sera toujours pleine.",https://voicebuddy.s3.eu-central-1.amazonaws.com/lezen-a-z.png,,
37,Volume (schoolplein),2,audio,1,transfer oefenmateriaal,Ademvolume,Volume in rumoerige ruimte (schoolplein),Oefen met deze audio je vaardigheid om op een ontspannen manier met groot volume te spreken in een rumoerige ruimte.,https://voicebuddy.s3.eu-central-1.amazonaws.com/Voice+Buddy+Volume+oefening+schoolplein.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/schoolplein+audio.png,transfer oefenmateriaal,Ademvolume,Volume in rumoerige ruimte (schoolplein),Oefen met deze audio je vaardigheid om op een ontspannen manier met groot volume te spreken in een rumoerige ruimte.,https://voicebuddy.s3.eu-central-1.amazonaws.com/Voice+Buddy+Volume+oefening+schoolplein.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/schoolplein+audio.png,transfer practice material,Breathing volume,Volume in noisy space (schoolyard),Practice your ability to speak at high volume in a relaxed manner in a noisy room with this audio.,https://voicebuddy.s3.eu-central-1.amazonaws.com/Voice+Buddy+Volume+exercise+schoolplein.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/schoolplein+audio.png,matériel de pratique de transfert,Volume respiratoire,Volume dans un espace bruyant (cour d'école),Entraînez-vous à parler à un volume élevé de manière détendue dans une pièce bruyante avec cet audio.,https://voicebuddy.s3.eu-central-1.amazonaws.com/Voice+Buddy+Volume+exercise+schoolplein.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/schoolplein+audio.png,,
38,Volume (bargeluiden),2,audio,1,transfer oefenmateriaal,Ademvolume,Volume in rumoerige ruimte (bargeluiden),Oefen met deze audio je vaardigheid om op een ontspannen manier met groot volume te spreken in een rumoerige ruimte.,https://voicebuddy.s3.eu-central-1.amazonaws.com/VOLUME+OEFENEN+BARGELUIDEN+-+24-03-2021+11.44.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/bar+audio.png,transfer oefenmateriaal,Ademvolume,Volume in rumoerige ruimte (bargeluiden),Oefen met deze audio je vaardigheid om op een ontspannen manier met groot volume te spreken in een rumoerige ruimte.,https://voicebuddy.s3.eu-central-1.amazonaws.com/VOLUME+OEFENEN+BARGELUIDEN+-+24-03-2021+11.44.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/bar+audio.png,transfer practice material,Breathing volume,Volume in noisy room (bar sounds),Practice your ability to speak at high volume in a relaxed manner in a noisy room with this audio.,https://voicebuddy.s3.eu-central-1.amazonaws.com/VOLUME+EXERCISES+BAR SOUNDS+-+24-03-2021+11.44.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/bar+audio.png,matériel de pratique de transfert,Volume respiratoire,Volume dans une pièce bruyante (son de bar),Entraînez-vous à parler à un volume élevé de manière détendue dans une pièce bruyante avec cet audio.,https://voicebuddy.s3.eu-central-1.amazonaws.com/VOLUME+EXERCISES+BAR SOUNDS+-+24-03-2021+11.44.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/bar+audio.png,,
39,Bodyscan (met zandloper),2,audio,0,transfer oefenmateriaal,Relaxatie,Bodyscan (met zandloper),-,http://www...mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,transfer oefenmateriaal,Relaxatie,Bodyscan (met zandloper),-,http://www...mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,transfer practice material,Relaxation,Body scan (with hourglass),-,http://www...mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,matériel de pratique de transfert,Relaxation,Scan corporel (avec sablier),-,http://www...mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,,
40,Accent Largo,2,audio,1,transfer oefenmateriaal,"Adembeheersing, Sluiting, trilling",Accentmethode Largo,Door gebruik te maken van het ritme van je ademhaling worden stem en adem goed op elkaar afgestemd zodat je je stem ontspannen kan inzetten.,https://voicebuddy.s3.eu-central-1.amazonaws.com/11+accent+methode+largo+audio+s3.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/icoon-largo.png,transfer oefenmateriaal,"Adembeheersing, Sluiting, trilling",Accentmethode Largo,Door gebruik te maken van het ritme van je ademhaling worden stem en adem goed op elkaar afgestemd zodat je je stem ontspannen kan inzetten.,https://voicebuddy.s3.eu-central-1.amazonaws.com/11+accent+methode+largo+audio+s3.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/icoon-largo.png,transfer practice material,"Breath control, Closure, vibration",Accent method Largo,"By using the rhythm of your breathing, your voice and breath are well matched so that you can use your voice in a relaxed manner.",https://voicebuddy.s3.eu-central-1.amazonaws.com/11+accent+method+largo+audio+s3.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/icon-largo.png,matériel de pratique de transfert,"Contrôle respiratoire, fermeture, vibration",Méthode d'accentuation Largo,"En utilisant le rythme de votre respiration, votre voix et votre souffle sont bien adaptés afin que vous puissiez utiliser votre voix de manière détendue.",https://voicebuddy.s3.eu-central-1.amazonaws.com/11+accent+method+largo+audio+s3.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/icon-largo.png,,
41,Accent Andante,2,audio,1,transfer oefenmateriaal,"Adembeheersing, Sluiting, trilling,",Accentmethode Andante,Door gebruik te maken van het ritme van je ademhaling worden stem en adem goed op elkaar afgestemd zodat je je stem ontspannen kan inzetten.,https://voicebuddy.s3.eu-central-1.amazonaws.com/12+andante+AUDIO+-+25-05-2021+10.42.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/icoon-andante.png,transfer oefenmateriaal,"Adembeheersing, Sluiting, trilling,",Accentmethode Andante,Door gebruik te maken van het ritme van je ademhaling worden stem en adem goed op elkaar afgestemd zodat je je stem ontspannen kan inzetten.,https://voicebuddy.s3.eu-central-1.amazonaws.com/12+andante+AUDIO+-+25-05-2021+10.42.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/icoon-andante.png,transfer practice material,"Breath control, Closure, vibration,",Accent method Andante,"By using the rhythm of your breathing, your voice and breath are well matched so that you can use your voice in a relaxed manner.",https://voicebuddy.s3.eu-central-1.amazonaws.com/12+andante+AUDIO+-+25-05-2021+10.42.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/icoon-andante.png,matériel de pratique de transfert,"Contrôle de la respiration, Fermeture, vibration,",Méthode d'accentuation Andante,"En utilisant le rythme de votre respiration, votre voix et votre souffle sont bien adaptés afin que vous puissiez utiliser votre voix de manière détendue.",https://voicebuddy.s3.eu-central-1.amazonaws.com/12+andante+AUDIO+-+25-05-2021+10.42.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/icoon-andante.png,,
42,Accent Allegro,2,audio,1,transfer oefenmateriaal,"Adembeheersing, Sluiting, trilling",Accentmethode Allegro,Door gebruik te maken van het ritme van je ademhaling worden stem en adem goed op elkaar afgestemd zodat je je stem ontspannen kan inzetten.,https://voicebuddy.s3.eu-central-1.amazonaws.com/13+allegro+AUDIO+only.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/icoon-allergo.png,transfer oefenmateriaal,"Adembeheersing, Sluiting, trilling",Accentmethode Allegro,Door gebruik te maken van het ritme van je ademhaling worden stem en adem goed op elkaar afgestemd zodat je je stem ontspannen kan inzetten.,https://voicebuddy.s3.eu-central-1.amazonaws.com/13+allegro+AUDIO+only.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/icoon-allergo.png,transfer practice material,"Breath control, Closure, vibration",Accent method Allegro,"By using the rhythm of your breathing, your voice and breath are well matched so that you can use your voice in a relaxed manner.",https://voicebuddy.s3.eu-central-1.amazonaws.com/13+allegro+AUDIO+only.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/icon-allergo.png,matériel de pratique de transfert,"Contrôle respiratoire, fermeture, vibration",Méthode d'accentuation Allegro,"En utilisant le rythme de votre respiration, votre voix et votre souffle sont bien adaptés afin que vous puissiez utiliser votre voix de manière détendue.",https://voicebuddy.s3.eu-central-1.amazonaws.com/13+allegro+AUDIO+only.mp3,https://voicebuddy.s3.eu-central-1.amazonaws.com/icon-allergo.png,,
43,dB-meter,-,Meetinstrument,0,meetinstrument,Volume beheersing,dB-meter,-,https://github.com/jasonpecor/DecibelMeter/,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,meetinstrument,Volume beheersing,dB-meter,-,https://github.com/jasonpecor/DecibelMeter/,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,measuring instrument,Volume control,dB meter,-,https://github.com/jasonpecor/DecibelMeter/,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,instrument de mesure,Contrôle du volume,dB-mètre,-,https://github.com/jasonpecor/DecibelMeter/,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,,
44,Ademhaling,-,Animatie of plaatje,0,informatie,Adem,Ademhaling,-,http://www...gif,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,informatie,Adem,Ademhaling,-,http://www...gif,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,information,Breath,Breathing,-,http://www...gif,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,information,Haleine,Respiration,-,http://www...gif,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,,
45,Houding staand,-,video,0,informatie,Houding,Houding staand,-,http://www...mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,informatie,Houding,Houding staand,-,http://www...mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,information,Attitude,Standing posture,-,http://www...mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,information,Attitude,Posture debout,-,http://www...mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,,
46,Houding zittend,-,video,0,informatie,Houding,Houding zittend,-,http://www...mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,informatie,Houding,Houding zittend,-,http://www...mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,information,Attitude,Sitting position,-,http://www...mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,information,Attitude,Position assise,-,http://www...mp4,https://voicebuddy.s3.eu-central-1.amazonaws.com/no_content.gif,,
